Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
580,1,257,0.05,16,1,0.1,constant,0.9,vaguely-speak,54.9,58.8,2.86,34.7,0.472,27.967
581,1,257,0.05,16,1,0.1,constant,1,openly-listen,37.8,53.3,3.47,28.5,0.457,28.689
582,1,257,0.05,16,1,0.1,constant,1,vaguely-speak,37.8,53.3,3.47,28.5,0.457,28.689
583,1,257,0.05,16,1,0.1,uniform,0.5,openly-listen,88.4,96.7,1.06,93.9,0.217,3.293
584,1,257,0.05,16,1,0.1,uniform,0.5,vaguely-speak,56,61.9,2.59,38.4,0.438,24.447
585,1,257,0.05,16,1,0.1,uniform,0.9,openly-listen,76,92.7,1.16,86.3,0.314,6.345
586,1,257,0.05,16,1,0.1,uniform,0.9,vaguely-speak,75.4,71,1.97,50.6,0.47,23.142
587,1,257,0.05,16,1,0.1,uniform,1,openly-listen,53.9,78.7,1.6,62.2,0.266,10.026
588,1,257,0.05,16,1,0.1,uniform,1,vaguely-speak,73.8,70.8,1.98,50.3,0.463,22.935
589,1,257,0.05,16,1,0.2,constant,0.5,openly-listen,91.7,96.4,1.07,93.2,0.208,2.802
590,1,257,0.05,16,1,0.2,constant,0.5,vaguely-speak,91.7,96.4,1.07,93.2,0.208,2.802
591,1,257,0.05,16,1,0.2,constant,0.9,openly-listen,100,99.8,1,100,0,0
592,1,257,0.05,16,1,0.2,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
593,1,257,0.05,16,1,0.2,constant,1,openly-listen,100,99.8,1,100,0.001,0.026
594,1,257,0.05,16,1,0.2,constant,1,vaguely-speak,100,99.8,1,100,0.001,0.026
595,1,257,0.05,16,1,0.2,uniform,0.5,openly-listen,77.9,93.1,1.15,87,0.309,6.526
596,1,257,0.05,16,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
597,1,257,0.05,16,1,0.2,uniform,0.9,openly-listen,50,76.1,1.72,58.1,0.28,9.676
598,1,257,0.05,16,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
599,1,257,0.05,16,1,0.2,uniform,1,openly-listen,54.4,79,1.59,62.7,0.317,9.486
600,1,257,0.05,16,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.058
601,1,257,0.05,16,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
602,1,257,0.05,16,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
603,1,257,0.05,16,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
604,1,257,0.05,16,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
605,1,257,0.05,16,1,0.3,constant,1,openly-listen,100,99.8,1,100,0.001,0.039
606,1,257,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0.001,0.039
607,1,257,0.05,16,1,0.3,uniform,0.5,openly-listen,77.4,89.3,1.25,80.1,0.142,3.953
608,1,257,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
609,1,257,0.05,16,1,0.3,uniform,0.9,openly-listen,42,64.8,2.36,42.2,0.244,11.132
610,1,257,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
611,1,257,0.05,16,1,0.3,uniform,1,openly-listen,40.9,66,2.28,43.7,0.269,11.633
612,1,257,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.069
649,1,257,0.05,64,1,0.1,constant,0.5,openly-listen,36.9,50.1,3.92,25.2,0.435,27.817
650,1,257,0.05,64,1,0.1,constant,0.5,vaguely-speak,36.9,50.1,3.92,25.2,0.435,27.817
651,1,257,0.05,64,1,0.1,constant,0.9,openly-listen,54.7,58.1,2.93,33.9,0.447,26.769
652,1,257,0.05,64,1,0.1,constant,0.9,vaguely-speak,54.7,58.1,2.93,33.9,0.447,26.769
653,1,257,0.05,64,1,0.1,constant,1,openly-listen,54.7,58.3,2.91,34.1,0.448,26.771
654,1,257,0.05,64,1,0.1,constant,1,vaguely-speak,54.7,58.3,2.91,34.1,0.448,26.771
655,1,257,0.05,64,1,0.1,uniform,0.5,openly-listen,57.7,82.6,1.46,68.4,0.282,8.081
656,1,257,0.05,64,1,0.1,uniform,0.5,vaguely-speak,76.9,71.7,1.93,51.6,0.502,24.306
657,1,257,0.05,64,1,0.1,uniform,0.9,openly-listen,51.7,71.1,1.96,50.8,0.477,22.142
658,1,257,0.05,64,1,0.1,uniform,0.9,vaguely-speak,76.9,71.3,1.95,51.1,0.452,22.111
659,1,257,0.05,64,1,0.1,uniform,1,openly-listen,64.8,87.5,1.3,76.8,0.276,6.871
660,1,257,0.05,64,1,0.1,uniform,1,vaguely-speak,76.9,71.2,1.96,50.8,0.456,22.406
661,1,257,0.05,64,1,0.2,constant,0.5,openly-listen,76.9,71.3,1.95,51.1,0.352,17.219
662,1,257,0.05,64,1,0.2,constant,0.5,vaguely-speak,76.9,71.3,1.95,51.1,0.352,17.219
663,1,257,0.05,64,1,0.2,constant,0.9,openly-listen,76.9,70.8,1.98,50.3,0.401,19.938
664,1,257,0.05,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.8,1.98,50.3,0.401,19.938
665,1,257,0.05,64,1,0.2,constant,1,openly-listen,76.9,70.7,1.98,50.2,0.395,19.668
666,1,257,0.05,64,1,0.2,constant,1,vaguely-speak,76.9,70.7,1.98,50.2,0.395,19.668
667,1,257,0.05,64,1,0.2,uniform,0.5,openly-listen,60.8,82.8,1.45,68.9,0.359,10.27
668,1,257,0.05,64,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
669,1,257,0.05,64,1,0.2,uniform,0.9,openly-listen,66.5,86.5,1.33,75.1,0.367,9.581
670,1,257,0.05,64,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
671,1,257,0.05,64,1,0.2,uniform,1,openly-listen,63.7,85.4,1.36,73.2,0.276,6.81
672,1,257,0.05,64,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
673,1,257,0.05,64,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
674,1,257,0.05,64,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
675,1,257,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
676,1,257,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
677,1,257,0.05,64,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0
678,1,257,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0
679,1,257,0.05,64,1,0.3,uniform,0.5,openly-listen,71.6,88.1,1.28,78,0.237,7.284
680,1,257,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
681,1,257,0.05,64,1,0.3,uniform,0.9,openly-listen,65.9,86.1,1.34,74.4,0.258,7.988
682,1,257,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
683,1,257,0.05,64,1,0.3,uniform,1,openly-listen,60.6,83.2,1.44,69.6,0.252,8.396
684,1,257,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.025
721,1,257,0.25,4,1,0.1,constant,0.5,openly-listen,16.2,42.4,5.43,18.1,0.465,31.307
722,1,257,0.25,4,1,0.1,constant,0.5,vaguely-speak,16.2,42.4,5.43,18.1,0.465,31.307
723,1,257,0.25,4,1,0.1,constant,0.9,openly-listen,13.5,41.3,5.74,17.1,0.465,31.397
724,1,257,0.25,4,1,0.1,constant,0.9,vaguely-speak,13.5,41.3,5.74,17.1,0.465,31.397
725,1,257,0.25,4,1,0.1,constant,1,openly-listen,16,41.2,5.77,17,0.462,31.399
726,1,257,0.25,4,1,0.1,constant,1,vaguely-speak,16,41.2,5.77,17,0.462,31.399
727,1,257,0.25,4,1,0.1,uniform,0.5,openly-listen,87.2,96.3,1.07,93.1,0.232,3.079
728,1,257,0.25,4,1,0.1,uniform,0.5,vaguely-speak,38,63.5,2.46,40.5,0.481,25.243
729,1,257,0.25,4,1,0.1,uniform,0.9,openly-listen,54.3,81.8,1.49,67.2,0.366,11.757
730,1,257,0.25,4,1,0.1,uniform,0.9,vaguely-speak,31,52.3,3.6,27.5,0.457,28.779
731,1,257,0.25,4,1,0.1,uniform,1,openly-listen,13.4,38.8,6.49,15.1,0.405,27.11
732,1,257,0.25,4,1,0.1,uniform,1,vaguely-speak,22.1,50,3.94,25.1,0.47,30.016
733,1,257,0.25,4,1,0.2,constant,0.5,openly-listen,60.3,65.9,2.28,43.6,0.392,20.678
734,1,257,0.25,4,1,0.2,constant,0.5,vaguely-speak,60.3,65.9,2.28,43.6,0.392,20.678
735,1,257,0.25,4,1,0.2,constant,0.9,openly-listen,92.8,97.9,1.04,96.1,0.173,1.717
736,1,257,0.25,4,1,0.2,constant,0.9,vaguely-speak,92.8,97.9,1.04,96.1,0.173,1.717
737,1,257,0.25,4,1,0.2,constant,1,openly-listen,94.3,98.3,1.03,96.9,0.159,1.455
738,1,257,0.25,4,1,0.2,constant,1,vaguely-speak,94.3,98.3,1.03,96.9,0.159,1.455
739,1,257,0.25,4,1,0.2,uniform,0.5,openly-listen,75.5,91.7,1.18,84.3,0.239,4.925
740,1,257,0.25,4,1,0.2,uniform,0.5,vaguely-speak,92.1,97.5,1.05,95.4,0.176,1.921
741,1,257,0.25,4,1,0.2,uniform,0.9,openly-listen,79.8,93.8,1.13,88.3,0.285,5.198
742,1,257,0.25,4,1,0.2,uniform,0.9,vaguely-speak,92.4,97.5,1.05,95.4,0.178,1.923
743,1,257,0.25,4,1,0.2,uniform,1,openly-listen,42.9,71.8,1.93,51.7,0.35,12.245
744,1,257,0.25,4,1,0.2,uniform,1,vaguely-speak,94.3,98.3,1.03,96.9,0.15,1.369
745,1,257,0.25,4,1,0.3,constant,0.5,openly-listen,95.8,98.6,1.02,97.7,0.133,1.023
746,1,257,0.25,4,1,0.3,constant,0.5,vaguely-speak,95.8,98.6,1.02,97.7,0.133,1.023
747,1,257,0.25,4,1,0.3,constant,0.9,openly-listen,95.8,98.6,1.02,97.7,0.131,1.008
748,1,257,0.25,4,1,0.3,constant,0.9,vaguely-speak,95.8,98.6,1.02,97.7,0.131,1.008
749,1,257,0.25,4,1,0.3,constant,1,openly-listen,97.3,99,1.02,98.4,0.113,0.747
750,1,257,0.25,4,1,0.3,constant,1,vaguely-speak,97.3,99,1.02,98.4,0.113,0.747
751,1,257,0.25,4,1,0.3,uniform,0.5,openly-listen,70.3,87.8,1.29,77.4,0.17,4.664
752,1,257,0.25,4,1,0.3,uniform,0.5,vaguely-speak,98.5,99.4,1.01,99.2,0.071,0.315
753,1,257,0.25,4,1,0.3,uniform,0.9,openly-listen,46.8,71.1,1.96,50.7,0.245,9.76
754,1,257,0.25,4,1,0.3,uniform,0.9,vaguely-speak,98.5,99.4,1.01,99.2,0.071,0.314
755,1,257,0.25,4,1,0.3,uniform,1,openly-listen,35.1,60.1,2.74,36.2,0.277,13.149
756,1,257,0.25,4,1,0.3,uniform,1,vaguely-speak,98.5,99.4,1.01,99.2,0.072,0.343
793,1,257,0.25,16,1,0.1,constant,0.5,openly-listen,54.9,56.3,3.12,31.8,0.463,28.004
794,1,257,0.25,16,1,0.1,constant,0.5,vaguely-speak,54.9,56.3,3.12,31.8,0.463,28.004
795,1,257,0.25,16,1,0.1,constant,0.9,openly-listen,53.5,58.6,2.88,34.5,0.473,28.05
796,1,257,0.25,16,1,0.1,constant,0.9,vaguely-speak,53.5,58.6,2.88,34.5,0.473,28.05
797,1,257,0.25,16,1,0.1,constant,1,openly-listen,53.5,58.6,2.88,34.5,0.463,27.422
798,1,257,0.25,16,1,0.1,constant,1,vaguely-speak,53.5,58.6,2.88,34.5,0.463,27.422
799,1,257,0.25,16,1,0.1,uniform,0.5,openly-listen,78.8,92.9,1.15,86.6,0.359,6.68
800,1,257,0.25,16,1,0.1,uniform,0.5,vaguely-speak,72.9,69.8,2.04,48.8,0.492,24.896
801,1,257,0.25,16,1,0.1,uniform,0.9,openly-listen,88.3,96.3,1.07,93.2,0.334,4.467
802,1,257,0.25,16,1,0.1,uniform,0.9,vaguely-speak,75.3,70.7,1.98,50.2,0.459,22.756
803,1,257,0.25,16,1,0.1,uniform,1,openly-listen,68.8,90.1,1.22,81.6,0.398,8.39
804,1,257,0.25,16,1,0.1,uniform,1,vaguely-speak,75.3,70.7,1.98,50.2,0.465,23.071
805,1,257,0.25,16,1,0.2,constant,0.5,openly-listen,76.2,71.5,1.94,51.3,0.393,19.022
806,1,257,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.2,71.5,1.94,51.3,0.393,19.022
807,1,257,0.25,16,1,0.2,constant,0.9,openly-listen,75.3,70.6,1.99,50,0.432,21.487
808,1,257,0.25,16,1,0.2,constant,0.9,vaguely-speak,75.3,70.6,1.99,50,0.432,21.487
809,1,257,0.25,16,1,0.2,constant,1,openly-listen,98.5,99.4,1.01,99.2,0.09,0.422
810,1,257,0.25,16,1,0.2,constant,1,vaguely-speak,98.5,99.4,1.01,99.2,0.09,0.422
811,1,257,0.25,16,1,0.2,uniform,0.5,openly-listen,81.3,94.4,1.12,89.4,0.325,5.434
812,1,257,0.25,16,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
813,1,257,0.25,16,1,0.2,uniform,0.9,openly-listen,63.6,86.4,1.33,74.9,0.359,10.126
814,1,257,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
815,1,257,0.25,16,1,0.2,uniform,1,openly-listen,64.3,86.8,1.32,75.6,0.387,10.763
816,1,257,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
817,1,257,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
818,1,257,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
819,1,257,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
820,1,257,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
821,1,257,0.25,16,1,0.3,constant,1,openly-listen,100,99.8,1,100,0.001,0.025
822,1,257,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0.001,0.025
823,1,257,0.25,16,1,0.3,uniform,0.5,openly-listen,92.3,97.9,1.04,96.1,0.154,1.602
824,1,257,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
825,1,257,0.25,16,1,0.3,uniform,0.9,openly-listen,56.6,82.2,1.47,67.9,0.271,8.833
826,1,257,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
827,1,257,0.25,16,1,0.3,uniform,1,openly-listen,49.1,76.7,1.69,59.1,0.286,10.986
828,1,257,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.025
865,1,257,0.25,64,1,0.1,constant,0.5,openly-listen,43,50.8,3.82,25.9,0.449,28.759
866,1,257,0.25,64,1,0.1,constant,0.5,vaguely-speak,43,50.8,3.82,25.9,0.449,28.759
867,1,257,0.25,64,1,0.1,constant,0.9,openly-listen,45.9,53.7,3.42,29,0.445,27.669
868,1,257,0.25,64,1,0.1,constant,0.9,vaguely-speak,45.9,53.7,3.42,29,0.445,27.669
869,1,257,0.25,64,1,0.1,constant,1,openly-listen,54.9,58.6,2.88,34.4,0.449,26.644
870,1,257,0.25,64,1,0.1,constant,1,vaguely-speak,54.9,58.6,2.88,34.4,0.449,26.644
871,1,257,0.25,64,1,0.1,uniform,0.5,openly-listen,66.5,69,2.08,47.8,0.377,18.951
872,1,257,0.25,64,1,0.1,uniform,0.5,vaguely-speak,76.9,72.5,1.89,52.8,0.483,22.835
873,1,257,0.25,64,1,0.1,uniform,0.9,openly-listen,69.6,89.4,1.25,80.2,0.298,6.397
874,1,257,0.25,64,1,0.1,uniform,0.9,vaguely-speak,76.9,71.4,1.95,51.2,0.466,22.736
875,1,257,0.25,64,1,0.1,uniform,1,openly-listen,51.3,68.8,2.1,47.5,0.356,17.145
876,1,257,0.25,64,1,0.1,uniform,1,vaguely-speak,76.9,71.1,1.96,50.7,0.455,22.415
877,1,257,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,71.5,1.94,51.3,0.403,19.609
878,1,257,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,71.5,1.94,51.3,0.403,19.609
879,1,257,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,71.1,1.96,50.7,0.408,20.124
880,1,257,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,71.1,1.96,50.7,0.408,20.124
881,1,257,0.25,64,1,0.2,constant,1,openly-listen,76.9,71.1,1.96,50.7,0.396,19.509
882,1,257,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,71.1,1.96,50.7,0.396,19.509
883,1,257,0.25,64,1,0.2,uniform,0.5,openly-listen,71.1,88,1.29,77.7,0.239,5.689
884,1,257,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
885,1,257,0.25,64,1,0.2,uniform,0.9,openly-listen,64.9,82.6,1.46,68.5,0.209,6.832
886,1,257,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
887,1,257,0.25,64,1,0.2,uniform,1,openly-listen,56.1,79.3,1.58,63.1,0.247,8.233
888,1,257,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
889,1,257,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
890,1,257,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
891,1,257,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
892,1,257,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
893,1,257,0.25,64,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0
894,1,257,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0
895,1,257,0.25,64,1,0.3,uniform,0.5,openly-listen,73.3,89.9,1.23,81.1,0.221,5.817
896,1,257,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
897,1,257,0.25,64,1,0.3,uniform,0.9,openly-listen,72.5,89.1,1.25,79.8,0.293,7.337
898,1,257,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
899,1,257,0.25,64,1,0.3,uniform,1,openly-listen,66.1,84.8,1.38,72.1,0.257,8.488
900,1,257,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0
937,1,513,0.05,4,1,0.1,constant,0.5,openly-listen,8,34.9,8.1,12.2,0.465,32.491
938,1,513,0.05,4,1,0.1,constant,0.5,vaguely-speak,8,34.9,8.1,12.2,0.465,32.491
939,1,513,0.05,4,1,0.1,constant,0.9,openly-listen,8,33.5,8.77,11.2,0.457,32.085
940,1,513,0.05,4,1,0.1,constant,0.9,vaguely-speak,8,33.5,8.77,11.2,0.457,32.085
941,1,513,0.05,4,1,0.1,constant,1,openly-listen,8.2,33.1,8.96,11,0.455,31.98
942,1,513,0.05,4,1,0.1,constant,1,vaguely-speak,8.2,33.1,8.96,11,0.455,31.98
943,1,513,0.05,4,1,0.1,uniform,0.5,openly-listen,24.7,54.5,3.35,29.7,0.448,26.481
944,1,513,0.05,4,1,0.1,uniform,0.5,vaguely-speak,30,57.2,3.04,32.8,0.447,25.758
945,1,513,0.05,4,1,0.1,uniform,0.9,openly-listen,18.4,46.9,4.51,22,0.443,29.029
946,1,513,0.05,4,1,0.1,uniform,0.9,vaguely-speak,18.9,47.4,4.41,22.5,0.444,29.058
947,1,513,0.05,4,1,0.1,uniform,1,openly-listen,10.5,41.8,5.66,17.5,0.466,31.026
948,1,513,0.05,4,1,0.1,uniform,1,vaguely-speak,11.2,40.2,6.1,16.2,0.448,30.446
949,1,513,0.05,4,1,0.2,constant,0.5,openly-listen,68.1,88.1,1.29,77.7,0.299,7.634
950,1,513,0.05,4,1,0.2,constant,0.5,vaguely-speak,68.1,88.1,1.29,77.7,0.299,7.634
951,1,513,0.05,4,1,0.2,constant,0.9,openly-listen,72,89.5,1.25,80.2,0.301,7.167
952,1,513,0.05,4,1,0.2,constant,0.9,vaguely-speak,72,89.5,1.25,80.2,0.301,7.167
953,1,513,0.05,4,1,0.2,constant,1,openly-listen,64.5,85.9,1.35,74,0.316,9.063
954,1,513,0.05,4,1,0.2,constant,1,vaguely-speak,64.5,85.9,1.35,74,0.316,9.063
955,1,513,0.05,4,1,0.2,uniform,0.5,openly-listen,55.9,76.2,1.71,58.3,0.253,7.892
956,1,513,0.05,4,1,0.2,uniform,0.5,vaguely-speak,88.3,96,1.08,92.4,0.219,3.113
957,1,513,0.05,4,1,0.2,uniform,0.9,openly-listen,26.7,56.7,3.09,32.2,0.455,20.087
958,1,513,0.05,4,1,0.2,uniform,0.9,vaguely-speak,86.7,96,1.08,92.4,0.224,3.194
959,1,513,0.05,4,1,0.2,uniform,1,openly-listen,17,38.7,6.58,15,0.358,23.13
960,1,513,0.05,4,1,0.2,uniform,1,vaguely-speak,86.5,95.8,1.09,92,0.223,3.516
961,1,513,0.05,4,1,0.3,constant,0.5,openly-listen,83.9,93.8,1.13,88.1,0.257,4.675
962,1,513,0.05,4,1,0.3,constant,0.5,vaguely-speak,83.9,93.8,1.13,88.1,0.257,4.675
963,1,513,0.05,4,1,0.3,constant,0.9,openly-listen,95.3,98.5,1.03,97.3,0.145,1.236
964,1,513,0.05,4,1,0.3,constant,0.9,vaguely-speak,95.3,98.5,1.03,97.3,0.145,1.236
965,1,513,0.05,4,1,0.3,constant,1,openly-listen,92.6,97.8,1.04,95.8,0.176,2.093
966,1,513,0.05,4,1,0.3,constant,1,vaguely-speak,92.6,97.8,1.04,95.8,0.176,2.093
967,1,513,0.05,4,1,0.3,uniform,0.5,openly-listen,45.7,63.7,2.45,40.6,0.224,9.616
968,1,513,0.05,4,1,0.3,uniform,0.5,vaguely-speak,99.1,99.7,1,99.6,0.061,0.189
969,1,513,0.05,4,1,0.3,uniform,0.9,openly-listen,34.8,53.5,3.47,28.7,0.269,13.273
970,1,513,0.05,4,1,0.3,uniform,0.9,vaguely-speak,99.1,99.7,1,99.6,0.057,0.203
971,1,513,0.05,4,1,0.3,uniform,1,openly-listen,24.4,44.5,5.01,19.8,0.298,18.088
972,1,513,0.05,4,1,0.3,uniform,1,vaguely-speak,99.1,99.7,1,99.6,0.06,0.471
1009,1,513,0.05,16,1,0.1,constant,0.5,openly-listen,35.4,51.1,3.81,26.1,0.457,29.104
1010,1,513,0.05,16,1,0.1,constant,0.5,vaguely-speak,35.4,51.1,3.81,26.1,0.457,29.104
1011,1,513,0.05,16,1,0.1,constant,0.9,openly-listen,51.2,57.1,3.05,32.7,0.458,27.806
1012,1,513,0.05,16,1,0.1,constant,0.9,vaguely-speak,51.2,57.1,3.05,32.7,0.458,27.806
1013,1,513,0.05,16,1,0.1,constant,1,openly-listen,52,57.2,3.03,32.8,0.454,27.601
1014,1,513,0.05,16,1,0.1,constant,1,vaguely-speak,52,57.2,3.03,32.8,0.454,27.601
1015,1,513,0.05,16,1,0.1,uniform,0.5,openly-listen,83,95.3,1.1,91,0.197,3.414
1016,1,513,0.05,16,1,0.1,uniform,0.5,vaguely-speak,76.1,73.6,1.84,54.2,0.473,21.693
1017,1,513,0.05,16,1,0.1,uniform,0.9,openly-listen,30.2,56.8,3.08,32.4,0.465,27.424
1018,1,513,0.05,16,1,0.1,uniform,0.9,vaguely-speak,72.2,71.4,1.95,51.1,0.453,21.907
1019,1,513,0.05,16,1,0.1,uniform,1,openly-listen,41.7,71.3,1.96,51,0.345,15.12
1020,1,513,0.05,16,1,0.1,uniform,1,vaguely-speak,74.7,71.9,1.93,51.8,0.456,21.994
1021,1,513,0.05,16,1,0.2,constant,0.5,openly-listen,98.3,99.5,1.01,99.2,0.088,0.389
1022,1,513,0.05,16,1,0.2,constant,0.5,vaguely-speak,98.3,99.5,1.01,99.2,0.088,0.389
1023,1,513,0.05,16,1,0.2,constant,0.9,openly-listen,100,99.9,1,100,0,0
1024,1,513,0.05,16,1,0.2,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
1025,1,513,0.05,16,1,0.2,constant,1,openly-listen,100,99.9,1,100,0.001,0.087
1026,1,513,0.05,16,1,0.2,constant,1,vaguely-speak,100,99.9,1,100,0.001,0.087
1027,1,513,0.05,16,1,0.2,uniform,0.5,openly-listen,69.4,89.9,1.24,80.9,0.399,9.188
1028,1,513,0.05,16,1,0.2,uniform,0.5,vaguely-speak,99.1,99.7,1,99.6,0.052,0.163
1029,1,513,0.05,16,1,0.2,uniform,0.9,openly-listen,61.6,78.1,1.63,61.1,0.237,7.137
1030,1,513,0.05,16,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
1031,1,513,0.05,16,1,0.2,uniform,1,openly-listen,68.7,89.8,1.24,80.8,0.466,11.442
1032,1,513,0.05,16,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.067
1033,1,513,0.05,16,1,0.3,constant,0.5,openly-listen,99.1,99.7,1,99.6,0.05,0.156
1034,1,513,0.05,16,1,0.3,constant,0.5,vaguely-speak,99.1,99.7,1,99.6,0.05,0.156
1035,1,513,0.05,16,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
1036,1,513,0.05,16,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
1037,1,513,0.05,16,1,0.3,constant,1,openly-listen,100,99.9,1,100,0.001,0.064
1038,1,513,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0.001,0.064
1039,1,513,0.05,16,1,0.3,uniform,0.5,openly-listen,73,89,1.26,79.3,0.264,5.824
1040,1,513,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
1041,1,513,0.05,16,1,0.3,uniform,0.9,openly-listen,44,67.3,2.2,45.4,0.272,10.469
1042,1,513,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
1043,1,513,0.05,16,1,0.3,uniform,1,openly-listen,37.6,62.8,2.52,39.5,0.27,12.493
1044,1,513,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.066
1081,1,513,0.05,64,1,0.1,constant,0.5,openly-listen,54,58.5,2.9,34.3,0.461,27.344
1082,1,513,0.05,64,1,0.1,constant,0.5,vaguely-speak,54,58.5,2.9,34.3,0.461,27.344
1083,1,513,0.05,64,1,0.1,constant,0.9,openly-listen,65.5,58,2.96,33.7,0.458,27.504
1084,1,513,0.05,64,1,0.1,constant,0.9,vaguely-speak,65.5,58,2.96,33.7,0.458,27.504
1085,1,513,0.05,64,1,0.1,constant,1,openly-listen,65.8,58.2,2.93,34,0.463,27.7
1086,1,513,0.05,64,1,0.1,constant,1,vaguely-speak,65.8,58.2,2.93,34,0.463,27.7
1087,1,513,0.05,64,1,0.1,uniform,0.5,openly-listen,68.6,89.3,1.25,80,0.502,11.728
1088,1,513,0.05,64,1,0.1,uniform,0.5,vaguely-speak,76.9,71.5,1.95,51.2,0.437,21.371
1089,1,513,0.05,64,1,0.1,uniform,0.9,openly-listen,67.8,88.7,1.27,78.9,0.305,7.476
1090,1,513,0.05,64,1,0.1,uniform,0.9,vaguely-speak,76.9,73,1.87,53.4,0.461,21.552
1091,1,513,0.05,64,1,0.1,uniform,1,openly-listen,34.9,62.8,2.52,39.5,0.427,22.664
1092,1,513,0.05,64,1,0.1,uniform,1,vaguely-speak,76.9,73.1,1.86,53.6,0.463,21.579
